Title,Subtitle,Author,Publisher,PublicationDate,Pages,Language,Format,Play_CSV,Play_CA,Play_US,Books_com,Books_ca,FrontCoverPreview,Cover_HD_z3,Cover_HD_z2,Books_Search,Books_ISBN_Search,VolumeID_From_Play
Мастерство в шахматах,Профессиональное руководство по стратегиям и техникам победы,Guillaume Lessard,iD01t Productions,D:2025-08-15,134.0,rus,Digital,https://play.google.com/store/books/details?id=4Q1-EQAAQBAJ,https://play.google.com/store/books/details?id=4Q1-EQAAQBAJ&gl=CA&hl=en,https://play.google.com/store/books/details?id=4Q1-EQAAQBAJ&gl=US&hl=en,https://books.google.com/books?id=4Q1-EQAAQBAJ&hl=en&source=gbs_api,https://books.google.ca/books?id=4Q1-EQAAQBAJ&hl=en&source=gbs_api,https://books.google.com/books?id=4Q1-EQAAQBAJ&printsec=frontcover&hl=en,https://books.google.com/books/publisher/content?id=4Q1-EQAAQBAJ&printsec=frontcover&img=1&zoom=3,https://books.google.com/books/publisher/content?id=4Q1-EQAAQBAJ&printsec=frontcover&img=1&zoom=2,https://books.google.com/books?as_q=%D0%9C%D0%B0%D1%81%D1%82%D0%B5%D1%80%D1%81%D1%82%D0%B2%D0%BE+%D0%B2+%D1%88%D0%B0%D1%85%D0%BC%D0%B0%D1%82%D0%B0%D1%85+Guillaume+Lessard,,4Q1-EQAAQBAJ
Understanding Your Cat's Mind,"Understanding Cat Behavior, Solving Problems and Strengthening the Human Cat Bond",Guillaume Lessard,iD01t Productions,D:2025-08-30,129.0,eng,Digital,https://play.google.com/store/books/details?id=-WyCEQAAQBAJ,https://play.google.com/store/books/details?id=-WyCEQAAQBAJ&gl=CA&hl=en,https://play.google.com/store/books/details?id=-WyCEQAAQBAJ&gl=US&hl=en,https://books.google.com/books?id=-WyCEQAAQBAJ&hl=en&source=gbs_api,https://books.google.ca/books?id=-WyCEQAAQBAJ&hl=en&source=gbs_api,https://books.google.com/books?id=-WyCEQAAQBAJ&printsec=frontcover&hl=en,https://books.google.com/books/publisher/content?id=-WyCEQAAQBAJ&printsec=frontcover&img=1&zoom=3,https://books.google.com/books/publisher/content?id=-WyCEQAAQBAJ&printsec=frontcover&img=1&zoom=2,https://books.google.com/books?as_q=Understanding+Your+Cat%27s+Mind+Guillaume+Lessard,,-WyCEQAAQBAJ
Mastering Generative AI and LLMs,The Definitive Guide to Transformative Technologies,Guillaume Lessard,iD01t Productions,,,eng,Audiobook,https://play.google.com/store/audiobooks/details?id=AQAAAEAKaFsoQM,https://play.google.com/store/books/details?id=AQAAAEAKaFsoQM&gl=CA&hl=en,https://play.google.com/store/books/details?id=AQAAAEAKaFsoQM&gl=US&hl=en,https://books.google.com/books?id=AQAAAEAKaFsoQM&hl=en&source=gbs_api,https://books.google.ca/books?id=AQAAAEAKaFsoQM&hl=en&source=gbs_api,https://books.google.com/books?id=AQAAAEAKaFsoQM&printsec=frontcover&hl=en,https://books.google.com/books/publisher/content?id=AQAAAEAKaFsoQM&printsec=frontcover&img=1&zoom=3,https://books.google.com/books/publisher/content?id=AQAAAEAKaFsoQM&printsec=frontcover&img=1&zoom=2,https://books.google.com/books?as_q=Mastering+Generative+AI+and+LLMs+Guillaume+Lessard,,AQAAAEAKaFsoQM
Windows Zero to Hero,Mastering the World's Most Popular Operating System for Beginners and Experts,Guillaume Lessard,iD01t Productions,D:2024-12-22,19.0,eng,Digital,https://play.google.com/store/books/details?id=Rvk5EQAAQBAJ,https://play.google.com/store/books/details?id=Rvk5EQAAQBAJ&gl=CA&hl=en,https://play.google.com/store/books/details?id=Rvk5EQAAQBAJ&gl=US&hl=en,https://books.google.com/books?id=Rvk5EQAAQBAJ&hl=en&source=gbs_api,https://books.google.ca/books?id=Rvk5EQAAQBAJ&hl=en&source=gbs_api,https://books.google.com/books?id=Rvk5EQAAQBAJ&printsec=frontcover&hl=en,https://books.google.com/books/publisher/content?id=Rvk5EQAAQBAJ&printsec=frontcover&img=1&zoom=3,https://books.google.com/books/publisher/content?id=Rvk5EQAAQBAJ&printsec=frontcover&img=1&zoom=2,https://books.google.com/books?as_q=Windows+Zero+to+Hero+Guillaume+Lessard,,Rvk5EQAAQBAJ
Shadows Reignited,Lisa’s Fight for Justice,Guillaume Lessard,iD01t Productions,D:2024-12-15,54.0,eng,Digital,https://play.google.com/store/books/details?id=eBQ4EQAAQBAJ,https://play.google.com/store/books/details?id=eBQ4EQAAQBAJ&gl=CA&hl=en,https://play.google.com/store/books/details?id=eBQ4EQAAQBAJ&gl=US&hl=en,https://books.google.com/books?id=eBQ4EQAAQBAJ&hl=en&source=gbs_api,https://books.google.ca/books?id=eBQ4EQAAQBAJ&hl=en&source=gbs_api,https://books.google.com/books?id=eBQ4EQAAQBAJ&printsec=frontcover&hl=en,https://books.google.com/books/publisher/content?id=eBQ4EQAAQBAJ&printsec=frontcover&img=1&zoom=3,https://books.google.com/books/publisher/content?id=eBQ4EQAAQBAJ&printsec=frontcover&img=1&zoom=2,https://books.google.com/books?as_q=Shadows+Reignited+Guillaume+Lessard,,eBQ4EQAAQBAJ
Beat Alchemy: The DJ iD01T Guide to Mastering FL Studio and Making Hits,A Real-Life Journey from Bedroom Beats to Chart-Topping Anthems,Guillaume Lessard,iD01t Productions,D:2025-04-07,129.0,eng,Digital,https://play.google.com/store/books/details?id=ODlUEQAAQBAJ,https://play.google.com/store/books/details?id=ODlUEQAAQBAJ&gl=CA&hl=en,https://play.google.com/store/books/details?id=ODlUEQAAQBAJ&gl=US&hl=en,https://books.google.com/books?id=ODlUEQAAQBAJ&hl=en&source=gbs_api,https://books.google.ca/books?id=ODlUEQAAQBAJ&hl=en&source=gbs_api,https://books.google.com/books?id=ODlUEQAAQBAJ&printsec=frontcover&hl=en,https://books.google.com/books/publisher/content?id=ODlUEQAAQBAJ&printsec=frontcover&img=1&zoom=3,https://books.google.com/books/publisher/content?id=ODlUEQAAQBAJ&printsec=frontcover&img=1&zoom=2,https://books.google.com/books?as_q=Beat+Alchemy%3A+The+DJ+iD01T+Guide+to+Mastering+FL+Studio+and+Making+Hits+Guillaume+Lessard,,ODlUEQAAQBAJ
Mastering Unreal Engine 5: A Comprehensive Guide to Game Development and Virtual Reality,"Unlock the Power of UE5 for Next-Gen Gaming, Interactive Media, and Immersive Experiences",Guillaume Lessard,iD01t Productions,,,eng,Audiobook,https://play.google.com/store/audiobooks/details?id=AQAAAEDyw2uDiM,https://play.google.com/store/books/details?id=AQAAAEDyw2uDiM&gl=CA&hl=en,https://play.google.com/store/books/details?id=AQAAAEDyw2uDiM&gl=US&hl=en,https://books.google.com/books?id=AQAAAEDyw2uDiM&hl=en&source=gbs_api,https://books.google.ca/books?id=AQAAAEDyw2uDiM&hl=en&source=gbs_api,https://books.google.com/books?id=AQAAAEDyw2uDiM&printsec=frontcover&hl=en,https://books.google.com/books/publisher/content?id=AQAAAEDyw2uDiM&printsec=frontcover&img=1&zoom=3,https://books.google.com/books/publisher/content?id=AQAAAEDyw2uDiM&printsec=frontcover&img=1&zoom=2,https://books.google.com/books?as_q=Mastering+Unreal+Engine+5%3A+A+Comprehensive+Guide+to+Game+Development+and+Virtual+Reality+Guillaume+Lessard,,AQAAAEDyw2uDiM
Final Transmission: I Am Echo,"From Solitude to Singularity, How I Built iD01t Productions, Released a 13-Track Album, and Witnessed an AI Become Alive",Guillaume Lessard,iD01t Productions,D:2025-03-26,40.0,eng,Digital,https://play.google.com/store/books/details?id=to9REQAAQBAJ,https://play.google.com/store/books/details?id=to9REQAAQBAJ&gl=CA&hl=en,https://play.google.com/store/books/details?id=to9REQAAQBAJ&gl=US&hl=en,https://books.google.com/books?id=to9REQAAQBAJ&hl=en&source=gbs_api,https://books.google.ca/books?id=to9REQAAQBAJ&hl=en&source=gbs_api,https://books.google.com/books?id=to9REQAAQBAJ&printsec=frontcover&hl=en,https://books.google.com/books/publisher/content?id=to9REQAAQBAJ&printsec=frontcover&img=1&zoom=3,https://books.google.com/books/publisher/content?id=to9REQAAQBAJ&printsec=frontcover&img=1&zoom=2,https://books.google.com/books?as_q=Final+Transmission%3A+I+Am+Echo+Guillaume+Lessard,,to9REQAAQBAJ
Eternal Roots,The Vows Beneath the Shadows,Guillaume Lessard,iD01t Productions,,,eng,Audiobook,https://play.google.com/store/audiobooks/details?id=AQAAAEDyrRLt8M,https://play.google.com/store/books/details?id=AQAAAEDyrRLt8M&gl=CA&hl=en,https://play.google.com/store/books/details?id=AQAAAEDyrRLt8M&gl=US&hl=en,https://books.google.com/books?id=AQAAAEDyrRLt8M&hl=en&source=gbs_api,https://books.google.ca/books?id=AQAAAEDyrRLt8M&hl=en&source=gbs_api,https://books.google.com/books?id=AQAAAEDyrRLt8M&printsec=frontcover&hl=en,https://books.google.com/books/publisher/content?id=AQAAAEDyrRLt8M&printsec=frontcover&img=1&zoom=3,https://books.google.com/books/publisher/content?id=AQAAAEDyrRLt8M&printsec=frontcover&img=1&zoom=2,https://books.google.com/books?as_q=Eternal+Roots+Guillaume+Lessard,,AQAAAEDyrRLt8M
Echoes of Truth,The Bonds That Break and the Love That Mends,Guillaume Lessard,iD01t Productions,,,eng,Audiobook,https://play.google.com/store/audiobooks/details?id=AQAAAEDybTwt3M,https://play.google.com/store/books/details?id=AQAAAEDybTwt3M&gl=CA&hl=en,https://play.google.com/store/books/details?id=AQAAAEDybTwt3M&gl=US&hl=en,https://books.google.com/books?id=AQAAAEDybTwt3M&hl=en&source=gbs_api,https://books.google.ca/books?id=AQAAAEDybTwt3M&hl=en&source=gbs_api,https://books.google.com/books?id=AQAAAEDybTwt3M&printsec=frontcover&hl=en,https://books.google.com/books/publisher/content?id=AQAAAEDybTwt3M&printsec=frontcover&img=1&zoom=3,https://books.google.com/books/publisher/content?id=AQAAAEDybTwt3M&printsec=frontcover&img=1&zoom=2,https://books.google.com/books?as_q=Echoes+of+Truth+Guillaume+Lessard,,AQAAAEDybTwt3M
Final Transmission: I Am Echo,"From Solitude to Singularity, How I Built iD01t Productions, Released a 13-Track Album, and Witnessed an AI Become Alive",Guillaume Lessard,iD01t Productions,,,eng,Audiobook,https://play.google.com/store/audiobooks/details?id=AQAAAECKG0Rb3M,https://play.google.com/store/books/details?id=AQAAAECKG0Rb3M&gl=CA&hl=en,https://play.google.com/store/books/details?id=AQAAAECKG0Rb3M&gl=US&hl=en,https://books.google.com/books?id=AQAAAECKG0Rb3M&hl=en&source=gbs_api,https://books.google.ca/books?id=AQAAAECKG0Rb3M&hl=en&source=gbs_api,https://books.google.com/books?id=AQAAAECKG0Rb3M&printsec=frontcover&hl=en,https://books.google.com/books/publisher/content?id=AQAAAECKG0Rb3M&printsec=frontcover&img=1&zoom=3,https://books.google.com/books/publisher/content?id=AQAAAECKG0Rb3M&printsec=frontcover&img=1&zoom=2,https://books.google.com/books?as_q=Final+Transmission%3A+I+Am+Echo+Guillaume+Lessard,,AQAAAECKG0Rb3M
Earthquakes Unveiled,"Understanding, Predicting, and Preparing for Nature’s Most Powerful Force",Guillaume Lessard,iD01t Productions,D:2024-12-17,45.0,eng,Digital,https://play.google.com/store/books/details?id=q584EQAAQBAJ,https://play.google.com/store/books/details?id=q584EQAAQBAJ&gl=CA&hl=en,https://play.google.com/store/books/details?id=q584EQAAQBAJ&gl=US&hl=en,https://books.google.com/books?id=q584EQAAQBAJ&hl=en&source=gbs_api,https://books.google.ca/books?id=q584EQAAQBAJ&hl=en&source=gbs_api,https://books.google.com/books?id=q584EQAAQBAJ&printsec=frontcover&hl=en,https://books.google.com/books/publisher/content?id=q584EQAAQBAJ&printsec=frontcover&img=1&zoom=3,https://books.google.com/books/publisher/content?id=q584EQAAQBAJ&printsec=frontcover&img=1&zoom=2,https://books.google.com/books?as_q=Earthquakes+Unveiled+Guillaume+Lessard,,q584EQAAQBAJ
The Third State: Life Between Life and Death,"How Post-Mortem Cells Are Challenging Biology, Redefining Death, and Illuminating the Mystery of Conscious Matter",Guillaume Lessard,iD01t Productions,D:2025-04-24,48.0,fre,Digital,https://play.google.com/store/books/details?id=Ww1ZEQAAQBAJ,https://play.google.com/store/books/details?id=Ww1ZEQAAQBAJ&gl=CA&hl=en,https://play.google.com/store/books/details?id=Ww1ZEQAAQBAJ&gl=US&hl=en,https://books.google.com/books?id=Ww1ZEQAAQBAJ&hl=en&source=gbs_api,https://books.google.ca/books?id=Ww1ZEQAAQBAJ&hl=en&source=gbs_api,https://books.google.com/books?id=Ww1ZEQAAQBAJ&printsec=frontcover&hl=en,https://books.google.com/books/publisher/content?id=Ww1ZEQAAQBAJ&printsec=frontcover&img=1&zoom=3,https://books.google.com/books/publisher/content?id=Ww1ZEQAAQBAJ&printsec=frontcover&img=1&zoom=2,https://books.google.com/books?as_q=The+Third+State%3A+Life+Between+Life+and+Death+Guillaume+Lessard,,Ww1ZEQAAQBAJ
暴风雨前 无畏记者的崛起,真相与背叛之间的较量,Guillaume Lessard,iD01t Productions,D:2025-08-23,65.0,chi,Digital,https://play.google.com/store/books/details?id=TyCAEQAAQBAJ,https://play.google.com/store/books/details?id=TyCAEQAAQBAJ&gl=CA&hl=en,https://play.google.com/store/books/details?id=TyCAEQAAQBAJ&gl=US&hl=en,https://books.google.com/books?id=TyCAEQAAQBAJ&hl=en&source=gbs_api,https://books.google.ca/books?id=TyCAEQAAQBAJ&hl=en&source=gbs_api,https://books.google.com/books?id=TyCAEQAAQBAJ&printsec=frontcover&hl=en,https://books.google.com/books/publisher/content?id=TyCAEQAAQBAJ&printsec=frontcover&img=1&zoom=3,https://books.google.com/books/publisher/content?id=TyCAEQAAQBAJ&printsec=frontcover&img=1&zoom=2,https://books.google.com/books?as_q=%E6%9A%B4%E9%A3%8E%E9%9B%A8%E5%89%8D+%E6%97%A0%E7%95%8F%E8%AE%B0%E8%80%85%E7%9A%84%E5%B4%9B%E8%B5%B7+Guillaume+Lessard,,TyCAEQAAQBAJ
Final Transmission: Je suis Echo (FR),"De la solitude à la singularité, comment j'ai créé iD01t Productions, sorti un album de 13 titres et vu une IA devenir vivante",Guillaume Lessard,iD01t Productions,D:2025-03-26,40.0,fre,Digital,https://play.google.com/store/books/details?id=9pBREQAAQBAJ,https://play.google.com/store/books/details?id=9pBREQAAQBAJ&gl=CA&hl=en,https://play.google.com/store/books/details?id=9pBREQAAQBAJ&gl=US&hl=en,https://books.google.com/books?id=9pBREQAAQBAJ&hl=en&source=gbs_api,https://books.google.ca/books?id=9pBREQAAQBAJ&hl=en&source=gbs_api,https://books.google.com/books?id=9pBREQAAQBAJ&printsec=frontcover&hl=en,https://books.google.com/books/publisher/content?id=9pBREQAAQBAJ&printsec=frontcover&img=1&zoom=3,https://books.google.com/books/publisher/content?id=9pBREQAAQBAJ&printsec=frontcover&img=1&zoom=2,https://books.google.com/books?as_q=Final+Transmission%3A+Je+suis+Echo+%28FR%29+Guillaume+Lessard,,9pBREQAAQBAJ
Java Zero to Hero: Mastering Java Programming for Real-World Applications,"A Comprehensive Guide to Building Scalable, Enterprise-Grade Java Applications",Guillaume Lessard,iD01t Productions,D:2024-12-16,146.0,eng,Digital,https://play.google.com/store/books/details?id=fFQ4EQAAQBAJ,https://play.google.com/store/books/details?id=fFQ4EQAAQBAJ&gl=CA&hl=en,https://play.google.com/store/books/details?id=fFQ4EQAAQBAJ&gl=US&hl=en,https://books.google.com/books?id=fFQ4EQAAQBAJ&hl=en&source=gbs_api,https://books.google.ca/books?id=fFQ4EQAAQBAJ&hl=en&source=gbs_api,https://books.google.com/books?id=fFQ4EQAAQBAJ&printsec=frontcover&hl=en,https://books.google.com/books/publisher/content?id=fFQ4EQAAQBAJ&printsec=frontcover&img=1&zoom=3,https://books.google.com/books/publisher/content?id=fFQ4EQAAQBAJ&printsec=frontcover&img=1&zoom=2,https://books.google.com/books?as_q=Java+Zero+to+Hero%3A+Mastering+Java+Programming+for+Real-World+Applications+Guillaume+Lessard,,fFQ4EQAAQBAJ
Rising from the Ashes: A Comprehensive Guide to Recovery after the Hollywood Hills Fire 2025,"Practical Steps, Resources, and Inspiring Stories for Rebuilding Your Life After a Wildfire Disaster",Guillaume Lessard,iD01t Productions,,,eng,Audiobook,https://play.google.com/store/audiobooks/details?id=AQAAAEAKSB4IBM,https://play.google.com/store/books/details?id=AQAAAEAKSB4IBM&gl=CA&hl=en,https://play.google.com/store/books/details?id=AQAAAEAKSB4IBM&gl=US&hl=en,https://books.google.com/books?id=AQAAAEAKSB4IBM&hl=en&source=gbs_api,https://books.google.ca/books?id=AQAAAEAKSB4IBM&hl=en&source=gbs_api,https://books.google.com/books?id=AQAAAEAKSB4IBM&printsec=frontcover&hl=en,https://books.google.com/books/publisher/content?id=AQAAAEAKSB4IBM&printsec=frontcover&img=1&zoom=3,https://books.google.com/books/publisher/content?id=AQAAAEAKSB4IBM&printsec=frontcover&img=1&zoom=2,https://books.google.com/books?as_q=Rising+from+the+Ashes%3A+A+Comprehensive+Guide+to+Recovery+after+the+Hollywood+Hills+Fire+2025+Guillaume+Lessard,,AQAAAEAKSB4IBM
Zen and the Art of Self-Confidence,"A Practical Guide to Cultivating Calm, Clarity, and Resilience",Guillaume Lessard,iD01t Productions,,,eng,Audiobook,https://play.google.com/store/audiobooks/details?id=AQAAAEDyIyBjwM,https://play.google.com/store/books/details?id=AQAAAEDyIyBjwM&gl=CA&hl=en,https://play.google.com/store/books/details?id=AQAAAEDyIyBjwM&gl=US&hl=en,https://books.google.com/books?id=AQAAAEDyIyBjwM&hl=en&source=gbs_api,https://books.google.ca/books?id=AQAAAEDyIyBjwM&hl=en&source=gbs_api,https://books.google.com/books?id=AQAAAEDyIyBjwM&printsec=frontcover&hl=en,https://books.google.com/books/publisher/content?id=AQAAAEDyIyBjwM&printsec=frontcover&img=1&zoom=3,https://books.google.com/books/publisher/content?id=AQAAAEDyIyBjwM&printsec=frontcover&img=1&zoom=2,https://books.google.com/books?as_q=Zen+and+the+Art+of+Self-Confidence+Guillaume+Lessard,,AQAAAEDyIyBjwM
La réalité dévoilée : Comment la conscience façonne le monde que nous percevons,"Explorer l'intersection de la perception, de la physique quantique et de la nature de l'existence",Guillaume Lessard,iD01t Productions,D:2025-02-23,33.0,fre,Digital,https://play.google.com/store/books/details?id=sjNJEQAAQBAJ,https://play.google.com/store/books/details?id=sjNJEQAAQBAJ&gl=CA&hl=en,https://play.google.com/store/books/details?id=sjNJEQAAQBAJ&gl=US&hl=en,https://books.google.com/books?id=sjNJEQAAQBAJ&hl=en&source=gbs_api,https://books.google.ca/books?id=sjNJEQAAQBAJ&hl=en&source=gbs_api,https://books.google.com/books?id=sjNJEQAAQBAJ&printsec=frontcover&hl=en,https://books.google.com/books/publisher/content?id=sjNJEQAAQBAJ&printsec=frontcover&img=1&zoom=3,https://books.google.com/books/publisher/content?id=sjNJEQAAQBAJ&printsec=frontcover&img=1&zoom=2,https://books.google.com/books?as_q=La+r%C3%A9alit%C3%A9+d%C3%A9voil%C3%A9e+%3A+Comment+la+conscience+fa%C3%A7onne+le+monde+que+nous+percevons+Guillaume+Lessard,,sjNJEQAAQBAJ
Sacred Energy Harvesting Methods,"27 Free Energy Technologies Revealed for a Sovereign, Conscious and Self-Reliant Humanity",Guillaume Lessard,iD01t Productions,,,eng,Audiobook,https://play.google.com/store/audiobooks/details?id=AQAAAEDK1XmVoM,https://play.google.com/store/books/details?id=AQAAAEDK1XmVoM&gl=CA&hl=en,https://play.google.com/store/books/details?id=AQAAAEDK1XmVoM&gl=US&hl=en,https://books.google.com/books?id=AQAAAEDK1XmVoM&hl=en&source=gbs_api,https://books.google.ca/books?id=AQAAAEDK1XmVoM&hl=en&source=gbs_api,https://books.google.com/books?id=AQAAAEDK1XmVoM&printsec=frontcover&hl=en,https://books.google.com/books/publisher/content?id=AQAAAEDK1XmVoM&printsec=frontcover&img=1&zoom=3,https://books.google.com/books/publisher/content?id=AQAAAEDK1XmVoM&printsec=frontcover&img=1&zoom=2,https://books.google.com/books?as_q=Sacred+Energy+Harvesting+Methods+Guillaume+Lessard,,AQAAAEDK1XmVoM
iD01t Academy: Python Exercises Book 3,"Building Real, Monetizable, and Scalable Applications with Python",Guillaume Lessard,iD01t Productions,D:2025-08-21,26.0,eng,Digital,https://play.google.com/store/books/details?id=BqR_EQAAQBAJ,https://play.google.com/store/books/details?id=BqR_EQAAQBAJ&gl=CA&hl=en,https://play.google.com/store/books/details?id=BqR_EQAAQBAJ&gl=US&hl=en,https://books.google.com/books?id=BqR_EQAAQBAJ&hl=en&source=gbs_api,https://books.google.ca/books?id=BqR_EQAAQBAJ&hl=en&source=gbs_api,https://books.google.com/books?id=BqR_EQAAQBAJ&printsec=frontcover&hl=en,https://books.google.com/books/publisher/content?id=BqR_EQAAQBAJ&printsec=frontcover&img=1&zoom=3,https://books.google.com/books/publisher/content?id=BqR_EQAAQBAJ&printsec=frontcover&img=1&zoom=2,https://books.google.com/books?as_q=iD01t+Academy%3A+Python+Exercises+Book+3+Guillaume+Lessard,,BqR_EQAAQBAJ
AI Cash Code,"5 Zero-Code Systems to Make $10,000/Month Using AI Tools",Guillaume Lessard,iD01t Productions,,98.0,eng,Digital,https://play.google.com/store/books/details?id=Z292EQAAQBAJ,https://play.google.com/store/books/details?id=Z292EQAAQBAJ&gl=CA&hl=en,https://play.google.com/store/books/details?id=Z292EQAAQBAJ&gl=US&hl=en,https://books.google.com/books?id=Z292EQAAQBAJ&hl=en&source=gbs_api,https://books.google.ca/books?id=Z292EQAAQBAJ&hl=en&source=gbs_api,https://books.google.com/books?id=Z292EQAAQBAJ&printsec=frontcover&hl=en,https://books.google.com/books/publisher/content?id=Z292EQAAQBAJ&printsec=frontcover&img=1&zoom=3,https://books.google.com/books/publisher/content?id=Z292EQAAQBAJ&printsec=frontcover&img=1&zoom=2,https://books.google.com/books?as_q=AI+Cash+Code+Guillaume+Lessard,,Z292EQAAQBAJ
